Resume_str,Category,field,score,grade
"VIDEO PRODUCER       Summary     Dynamic and results-driven Video Producer with 8+ years of experience conceptualizing, directing, and delivering high-impact visual content across digital, broadcast, and social media platforms. Proven track record of leading full-cycle productions from pre-production through post, consistently exceeding client expectations and growing audience engagement. Adept at managing cross-functional creative teams, optimizing production budgets, and developing compelling brand narratives that drive measurable results.       Highlights         End-to-End Video Production  Adobe Premiere Pro & After Effects  Creative Direction & Storyboarding  Budget & Resource Management  Team Leadership & Collaboration  Brand Storytelling & Content Strategy       Experience     March/2019   to   Present     Senior Video Producer    Luminary Media Group   －   Los Angeles  ,   California       Led a team of 12 creatives including directors, editors, and motion designers to produce over 200 branded video assets annually, increasing client retention by 34%      Developed and executed a full-scale video content strategy for a Fortune 500 client that drove a 67% increase in social media engagement within the first 6 months      Managed production budgets totaling $1.8 million per year, consistently delivering projects under budget by an average of 12% without compromising creative quality      Designed and implemented a streamlined post-production workflow that reduced editing turnaround time by 40%, enabling the team to take on 25% more projects per quarter     June/2015   to   February/2019     Video Producer    Apex Creative Studios   －   Austin  ,   Texas       Built and directed a documentary series of 18 episodes for a regional nonprofit that reached 500,000 viewers across streaming platforms and earned a regional Telly Award      Produced and delivered over 150 commercial and promotional videos for clients across healthcare, technology, and retail sectors, generating $2.3 million in total project revenue      Increased studio YouTube channel subscribers by 120% over 18 months through consistent production of optimized video content and strategic audience targeting      Managed on-set crews of up to 20 personnel across 30+ shoot days per year, maintaining a 98% on-time delivery rate across all client projects       Education     Bachelor of Fine Arts :    Film & Media Production    University of Texas   Austin  ,   Texas       Skills         Adobe Premiere Pro  After Effects  Final Cut Pro  DaVinci Resolve  Cinematography  Color Grading  Motion Graphics  Project Management",APPAREL,creative,80,2
"PHOTOGRAPHER       Summary     Creative and detail-oriented Photographer with over 8 years of professional experience specializing in commercial, portrait, and editorial photography. Proven ability to deliver compelling visual narratives that drive brand engagement and exceed client expectations. Skilled in full-cycle production from concept development through post-processing and final delivery.       Highlights         Adobe Lightroom Mastery  Studio Lighting Design  Commercial Photography  Post-Production Editing  Client Relationship Management  Brand Visual Storytelling       Experience     March/2018   to   Present     Lead Commercial Photographer    Visionary Studios   －   Los Angeles  ,   California       Increased client retention rate by 47% over three years by delivering consistent high-quality imagery aligned with brand identity guidelines      Managed a creative team of 6 photographers and 2 retouchers producing over 1,200 finished images annually for Fortune 500 clients      Designed and executed 35 large-scale commercial campaigns generating an estimated $2.4 million in revenue for the studio      Built a standardized post-production workflow that reduced editing turnaround time by 32% without sacrificing quality     June/2014   to   February/2018     Staff Photographer    Luminary Creative Agency   －   San Diego  ,   California       Developed a corporate headshot program that grew from 12 clients to over 90 clients within 18 months driving a 65% revenue increase      Delivered editorial photo packages for 4 regional publications meeting weekly deadlines with a 98% on-time submission rate       Education     Bachelor of Fine Arts :    Photography and Visual Media    Brooks Institute of Photography   Santa Barbara  ,   California       Skills         Adobe Photoshop  Color Grading  Strobe and Natural Lighting  Tethered Shooting  Client Consultation  Composition Theory  Digital Asset Management",ARTS,creative,80,2
"FASHION DESIGNER       Summary     Innovative Fashion Designer with 9 years of experience crafting compelling collections for luxury and contemporary markets. Recognized for translating emerging trends into commercially successful designs that drive revenue and elevate brand identity. Proven ability to lead creative teams, manage full product development cycles, and deliver collections on time and within budget.       Highlights         Trend Forecasting  Collection Development  Textile Sourcing  Adobe Illustrator  Pattern Making  Brand Identity       Experience     March/2018   to   Present     Senior Fashion Designer    Maison Vellure Studios   －   New York  ,   NY       Designed and delivered 6 annual collections generating over 4.2 million dollars in seasonal revenue across luxury womenswear lines      Led a creative team of 12 designers and stylists increasing departmental output by 38 percent over two years      Developed a sustainable fabric sourcing program reducing material costs by 22 percent while improving eco-compliance ratings      Built strategic partnerships with 15 international textile suppliers cutting lead times by 30 percent     June/2014   to   February/2018     Fashion Designer    Crestline Apparel Group   －   Los Angeles  ,   CA       Managed end to end development of 4 contemporary ready to wear collections annually reaching 2.8 million dollars in combined sales      Increased brand social engagement by 47 percent by designing visually distinct campaign looks adopted across 200 retail locations      Education     Bachelor of Fine Arts :    Fashion Design    Parsons School of Design   New York  ,   NY       Skills         Garment Construction  CAD Software  Color Theory  Merchandising Strategy  Trend Analysis  Lookbook Production  Cross Functional Collaboration",DIGITAL-MEDIA,creative,80,2
"ILLUSTRATOR       Summary     Dynamic and detail-oriented Illustrator with over 8 years of experience creating compelling visual narratives across print, digital, and brand identity platforms. Recognized for delivering award-winning artwork that drives audience engagement and strengthens brand presence. Adept at collaborating with creative directors, marketing teams, and clients to transform complex ideas into visually powerful stories.       Highlights         Adobe Illustrator  Adobe Photoshop  InDesign  Procreate  Typography  Brand Identity Development       Experience     March/2018   to   Present     Senior Illustrator    Bright Canvas Studio   －   Austin  ,   Texas       Designed over 300 original illustrations for national brand campaigns increasing client social media engagement by 47%      Led a team of 6 junior illustrators delivering 12 large-scale publishing projects annually with 98% on-time completion rate      Developed a custom visual style guide adopted across 4 product lines generating an estimated $1.2M in brand revenue      Increased client retention rate by 35% through consistent delivery of high-quality artwork aligned with brand standards     June/2014   to   February/2018     Staff Illustrator    Meridian Creative Group   －   Chicago  ,   Illinois       Built a portfolio of 200 editorial illustrations published across 15 regional and national magazines      Managed simultaneous illustration projects for 8 clients reducing revision cycles by 30% through proactive client communication       Education     Bachelor of Fine Arts :    Illustration and Visual Communication    School of the Art Institute of Chicago   Chicago  ,   Illinois       Skills         Digital Illustration  Character Design  Layout Composition  Color Theory  Print Production  Client Collaboration  Visual Storytelling",ARTS,creative,80,2
"BRAND DESIGNER

Summary     Innovative Brand Designer with 8 years of experience crafting compelling visual identities and strategic brand systems across consumer, tech, and lifestyle sectors. Proven ability to lead cross-functional creative teams and deliver cohesive brand experiences that drive measurable business growth. Adept at translating complex business goals into powerful visual narratives that resonate with target audiences.

Highlights

Visual Identity Design     Brand Strategy     Typography & Color Systems     Adobe Creative Suite     UI/UX Design Principles     Creative Team Leadership

Experience

March/2019   to   Present     Senior Brand Designer    Momentum Creative Studio   －   Austin  ,   Texas

Designed and launched a complete rebrand for a SaaS client that increased brand recognition by 64% and contributed to a 38% rise in qualified leads within six months

Led a team of 6 designers across 14 simultaneous brand projects, delivering 100% of campaigns on schedule and under budget

Developed a scalable brand system adopted across 22 product lines, reducing design production time by 41% through standardized component libraries

Built and presented strategic brand decks to C-suite stakeholders, securing $1.2M in continued creative retainer contracts over three consecutive years

June/2016   to   February/2019     Brand Designer    Verve & Co Agency   －   Chicago  ,   Illinois

Managed end-to-end visual identity projects for over 30 mid-market clients across retail, hospitality, and healthcare industries, increasing client retention rate by 27%

Increased social media engagement for flagship consumer brand by 53% through a redesigned content visual system implemented across Instagram, LinkedIn, and Facebook

Delivered a packaging redesign for a national food brand that contributed to a 19% increase in in-store sales within the first quarter of launch

Education

Bachelor of Fine Arts :    Graphic Design & Visual Communication    School of the Art Institute of Chicago   Chicago  ,   Illinois

Skills

Adobe Illustrator     Adobe Photoshop     InDesign     Figma     Brand Storytelling     Motion Graphics     Presentation Design",APPAREL,creative,80,2
"MOTION GRAPHICS DESIGNER

Summary     Innovative Motion Graphics Designer with 7+ years of experience crafting compelling visual narratives for global brands and media companies. Proven expertise in animation, visual storytelling, and post-production workflows that consistently elevate brand identity and audience engagement. Recognized for delivering high-impact creative projects on time while leading cross-functional teams across broadcast, digital, and social media platforms.

Highlights

Adobe After Effects   Cinema 4D   Adobe Premiere Pro   Motion Design   3D Animation   Brand Identity

Experience

March/2019   to   Present     Senior Motion Graphics Designer    Apex Creative Studio   －   Los Angeles  ,   California

Designed and delivered over 200 branded motion graphics campaigns that increased client social media engagement by 74% across all platforms

Led a team of 6 junior designers and animators to produce a nationally broadcast television package generating $1.2M in client revenue

Built a reusable asset library of 500+ animated templates that reduced project turnaround time by 40% across the creative department

Developed a motion design system for a Fortune 500 retail brand that boosted video completion rates by 58% on digital advertising channels

June/2015   to   February/2019     Motion Graphics Designer    Prism Media Group   －   New York  ,   New York

Managed end-to-end production of animated explainer videos for 35+ clients resulting in a 90% client retention rate over four consecutive years

Designed broadcast-ready title sequences and lower thirds for a primetime cable network reaching an average viewership of 3.2 million per episode

Education

Bachelor of Fine Arts :    Motion Media Design    Savannah College of Art and Design   Savannah  ,   Georgia

Skills

Adobe After Effects   Cinema 4D   Adobe Premiere Pro   DaVinci Resolve   Illustrator   Photoshop   Storyboarding",DIGITAL-MEDIA,creative,80,2
"GRAPHIC DESIGNER       Summary     Creative and results-driven Graphic Designer with over 7 years of experience crafting compelling visual identities and brand experiences across digital and print platforms. Proven ability to lead design projects from concept to completion while collaborating with cross-functional teams to deliver measurable business impact. Recognized for blending artistic vision with strategic thinking to increase audience engagement and brand recognition.       Highlights         Adobe Creative Suite  Brand Identity Design  UI/UX Design  Typography  Motion Graphics  Print Production       Experience     March/2019   to   Present     Senior Graphic Designer    Momentum Creative Agency   －   Austin  ,   Texas       Led a team of 5 designers to rebrand 12 client accounts resulting in an average 40% increase in customer engagement across digital platforms      Designed and delivered over 200 marketing assets annually including campaign visuals social media graphics and packaging that generated $1.8M in new client revenue      Developed a standardized design system that reduced project turnaround time by 35% and improved team-wide consistency across all deliverables      Built and managed a digital asset library of 3000+ branded files increasing workflow efficiency by 28% across the creative department     June/2016   to   February/2019     Graphic Designer    Vantage Media Group   －   Dallas  ,   Texas       Designed print and digital collateral for 30+ clients across retail healthcare and technology sectors improving brand cohesion and visual storytelling      Increased social media click-through rates by 22% through data-informed design iterations on paid advertising campaigns      Education     Bachelor of Fine Arts :    Graphic Design    University of Texas   Austin  ,   Texas       Skills         Adobe Illustrator  Adobe Photoshop  Adobe InDesign  Figma  After Effects  Sketch  Canva",ARTS,creative,80,2
"UX DESIGNER       Summary     Innovative UX Designer with 8 years of experience crafting human-centered digital products across creative, media, and brand-driven industries. Proven ability to translate complex user research into intuitive, visually compelling interfaces that drive measurable business outcomes. Skilled collaborator who leads cross-functional teams and delivers end-to-end design solutions from concept to launch.       Highlights         User Research & Testing  Wireframing & Prototyping  Figma & Adobe XD  Design Systems  Interaction Design  Usability Strategy       Experience     March/2019   to   Present     Senior UX Designer    Luminary Creative Studio   －   Austin  ,   Texas       Led redesign of flagship SaaS platform that increased user retention by 42% within the first 6 months of launch      Managed a team of 5 designers across 3 concurrent product sprints delivering all projects 15% under budget      Developed a scalable design system adopted across 12 product lines reducing design-to-development handoff time by 30%      Built and facilitated over 60 usability testing sessions resulting in a 28% improvement in task completion rates     June/2015   to   February/2019     UX Designer    Pixel & Form Agency   －   Chicago  ,   Illinois       Designed end-to-end digital experiences for 20 plus brand clients generating over 4 million dollars in new agency revenue      Increased client satisfaction scores by 35% through implementation of iterative user feedback loops and rapid prototyping cycles      Education     Bachelor of Fine Arts :    Interaction Design    School of the Art Institute of Chicago   Chicago  ,   Illinois       Skills         Figma  InVision  Adobe Creative Suite  HTML and CSS  Axure RP  UserTesting  Miro  Zeplin",APPAREL,creative,80,2
"ART DIRECTOR       Summary     Creative and results-driven Art Director with over 10 years of experience leading visual design teams and delivering high-impact brand campaigns across digital and print media. Recognized for transforming brand identities, managing cross-functional creative teams, and increasing audience engagement through compelling visual storytelling. Proven ability to align creative vision with business objectives while mentoring talent and managing multi-million dollar project budgets.       Highlights         Brand Identity Development  Campaign Art Direction  Typography and Layout Design  Team Leadership and Mentorship  Digital and Print Production  Client Presentation and Pitching       Experience     March/2018   to   Present     Art Director    Wieden+Kennedy   －   Portland  ,   Oregon       Led a creative team of 14 designers and copywriters to deliver over 60 brand campaigns annually, increasing client retention by 38%      Developed and executed a full brand identity overhaul for a Fortune 500 retail client that drove a 52% increase in digital engagement within 6 months      Managed a $4.2 million annual creative production budget while reducing overhead costs by 19% through vendor renegotiations and workflow optimization      Designed award-winning visual campaigns recognized by the Cannes Lions Festival and D&AD, earning 3 industry honors within 2 years     January/2014   to   February/2018     Senior Graphic Designer    Ogilvy   －   New York  ,   New York       Built and maintained visual brand guidelines for 12 global clients across consumer goods, technology, and financial services sectors      Delivered over 200 design assets per quarter including digital ads, packaging concepts, and motion graphics that increased client campaign performance by 44%      Education     Bachelor of Fine Arts :    Graphic Design and Visual Communications    School of Visual Arts   New York  ,   New York       Skills         Adobe Creative Suite  Figma and Sketch  Motion Graphics  Brand Strategy  Typography  Color Theory  Project Management",DESIGNER,creative,80,2
"CREATIVE DIRECTOR       Summary     Visionary Creative Director with 12+ years of experience leading brand strategy, visual storytelling, and cross-functional creative teams across digital and print media. Proven track record of delivering award-winning campaigns that drive measurable business growth and elevate brand identity. Adept at managing large-scale creative projects from concept to execution while inspiring high-performance teams to exceed client expectations.       Highlights         Brand Strategy Development  Multi-Channel Campaign Management  Creative Team Leadership  Visual Identity Design  Digital and Print Production  Client Relationship Management       Experience     March/2018   to   Present     Creative Director    Apex Creative Group   －   New York  ,   NY       Led a team of 18 designers, copywriters, and art directors to deliver over 120 client campaigns annually, increasing agency revenue by 34% within the first two years       Developed and launched a full brand identity overhaul for a Fortune 500 retail client, resulting in a 47% increase in consumer engagement and a $2.8M lift in seasonal sales       Managed a $4.5M annual creative production budget, reducing overhead costs by 22% through strategic vendor negotiations and streamlined workflow processes       Designed and implemented a new creative review system that reduced project revision cycles by 40% and improved client satisfaction scores from 78% to 96%     June/2013   to   February/2018     Senior Art Director    Momentum Brand Studio   －   Chicago  ,   IL       Built and mentored a junior design team of 9 creatives, increasing departmental output by 55% over three years while maintaining a 98% on-time project delivery rate       Developed integrated visual campaigns for 30+ national clients across retail, healthcare, and technology sectors, generating an average of 28% increase in brand awareness per engagement       Delivered a complete digital rebranding project for a mid-size tech firm that resulted in a 62% increase in website traffic and a 19% improvement in lead conversion within six months       Education     Bachelor of Fine Arts :    Visual Communications and Graphic Design    School of the Art Institute of Chicago   Chicago  ,   IL       Skills         Adobe Creative Suite  Typography and Layout Design  Brand Architecture  Motion Graphics  UX and UI Design Principles  Creative Brief Development  Agile Project Management",ARTS,creative,80,2
"VIDEO PRODUCER       Summary     Dynamic Video Producer with 8+ years of experience crafting compelling visual narratives across broadcast, digital, and branded content. Proven track record of leading high-impact productions from concept to delivery while managing cross-functional creative teams. Recognized for increasing audience engagement and delivering projects on time and under budget.       Highlights         End-to-End Production  Adobe Premiere Pro  Motion Graphics  Brand Storytelling  Team Leadership  Budget Management       Experience     March/2019   to   Present     Senior Video Producer    Bright Frame Studios   －   Los Angeles  ,   California       Led a team of 12 creatives to produce 60+ branded video campaigns annually, increasing client retention by 40%      Developed and delivered a documentary series that generated 2.4 million views within the first 30 days of launch      Managed production budgets totaling $1.8 million per fiscal year, consistently delivering projects 15% under budget      Designed a streamlined post-production workflow that reduced editing turnaround time by 35% across all projects     June/2015   to   February/2019     Video Producer    Apex Media Group   －   Austin  ,   Texas       Built a digital content library of 300+ video assets that increased organic web traffic by 52% year over year      Managed end-to-end production for a national advertising campaign reaching an audience of 8 million viewers      Delivered 120 short-form social media videos annually that drove a 67% increase in brand engagement across platforms      Education     Bachelor of Arts :    Film and Media Production    University of Texas   Austin  ,   Texas       Skills         Adobe Premiere Pro  After Effects  DaVinci Resolve  Final Cut Pro  Cinematography  Color Grading  Client Relations",DIGITAL-MEDIA,creative,80,2
"PHOTOGRAPHER       Summary     Creative and detail-oriented Photographer with over 8 years of professional experience specializing in commercial, editorial, and portrait photography. Proven ability to deliver compelling visual narratives that drive brand engagement and exceed client expectations. Skilled in managing full production workflows from concept development through final post-processing delivery.       Highlights         Adobe Lightroom & Photoshop  Studio & Location Lighting  Commercial Photography  Portrait & Editorial Work  Client Relationship Management  Post-Production Editing       Experience     March/2018   to   Present     Lead Photographer    Visionary Studios   －   Los Angeles  ,   California       Managed a portfolio of over 120 commercial clients generating $480,000 in annual revenue through consistent high-quality deliverables      Increased client retention rate by 43% by developing a streamlined consultation and delivery process that reduced turnaround time by 30%      Led a team of 4 junior photographers and 2 photo editors across simultaneous multi-location shoots for national advertising campaigns      Delivered 95% on-time project completion rate across 200+ annual assignments resulting in a 4.9-star average client satisfaction rating     June/2014   to   February/2018     Staff Photographer    Luminary Media Group   －   San Diego  ,   California       Designed and executed editorial photo campaigns for 3 regional lifestyle magazines reaching a combined readership of 250,000 monthly      Built a personal brand presence growing social media following by 68% which directly contributed to 35 new client acquisitions over 2 years      Developed a digital asset management system that improved team efficiency by 25% and reduced image retrieval time by 40%      Increased departmental output by 20% by introducing batch editing workflows and standardized color grading templates across all projects       Education     Bachelor of Fine Arts :    Photography & Visual Media    Brooks Institute of Photography   Santa Barbara  ,   California       Skills         Adobe Creative Suite  Medium Format Photography  Color Grading  Strobe & Natural Lighting  Photo Retouching  Drone Photography  Project Management",ARTS,creative,80,2
"FASHION DESIGNER       Summary     Innovative Fashion Designer with 9 years of experience crafting compelling collections for luxury and contemporary brands. Recognized for translating cultural trends into commercially successful designs that consistently exceed sales targets. Proven ability to lead creative teams and manage full product development cycles from concept to retail floor.       Highlights         Trend Forecasting  Adobe Illustrator  Pattern Development  Brand Identity  Collection Conceptualization  Textile Sourcing       Experience     March/2018   to   Present     Senior Fashion Designer    Vera Luxe Studios   －   New York  ,   NY       Designed and launched 4 seasonal collections annually generating over $2.8 million in combined retail revenue      Led a cross-functional creative team of 12 designers and stylists delivering projects 15% under budget      Increased wholesale client base by 34% through strategic design alignment with emerging market trends      Developed a sustainable fabric sourcing initiative that reduced material costs by 22% while improving brand perception     June/2014   to   February/2018     Junior Fashion Designer    Meridian Apparel Group   －   Los Angeles  ,   CA       Built comprehensive technical design packages reducing sample revision cycles by 40%      Managed coordination with overseas production teams across 3 countries ensuring on-time delivery for 98% of orders      Education     Bachelor of Fine Arts :    Fashion Design    Parsons School of Design   New York  ,   NY       Skills         Garment Construction  CLO 3D Software  Color Theory  Market Research  Trend Analysis  Fabric Selection  Technical Sketching",ARTS,creative,80,2
"ILLUSTRATOR       Summary     Creative and detail-oriented Illustrator with over 8 years of experience producing compelling visual narratives for print, digital, and brand campaigns. Recognized for delivering high-impact artwork that drives audience engagement and strengthens brand identity. Skilled collaborator who has partnered with cross-functional teams to bring complex concepts to life on time and within budget.       Highlights         Adobe Illustrator  Character Design  Brand Identity  Digital Illustration  Typography  Art Direction       Experience     March/2019   to   Present     Senior Illustrator    Momentum Creative Studio   －   Austin  ,   Texas       Designed over 350 original illustrations for national brand campaigns, increasing client retention rate by 42%      Led a team of 6 junior illustrators on a product launch project that generated $1.2 million in new client revenue      Developed a reusable illustration style guide adopted across 12 product lines, reducing production time by 30%      Delivered 95% of projects ahead of schedule by building a streamlined asset management workflow     June/2015   to   February/2019     Illustrator    Brightline Design Agency   －   Chicago  ,   Illinois       Built a custom character design system for a children's educational platform reaching 500,000 active users      Increased social media visual engagement by 67% through redesigned infographic and editorial illustration packages      Education     Bachelor of Fine Arts :    Illustration    School of the Art Institute of Chicago   Chicago  ,   Illinois       Skills         Adobe Photoshop  Procreate  InDesign  Storyboarding  Visual Storytelling  Color Theory  Print Production",ARTS,creative,80,2
"BRAND DESIGNER

Summary
Creative and results-driven Brand Designer with 8 years of experience crafting compelling visual identities and strategic brand systems for global and emerging companies. Proven ability to lead cross-functional design teams, translate complex business goals into cohesive visual narratives, and deliver measurable brand impact across digital and print platforms. Recognized for building scalable design systems that increase brand consistency and drive audience engagement.

Highlights
Visual Identity Design   Brand Strategy   Typography & Color Theory   UI/UX Design Principles   Adobe Creative Suite   Design System Architecture

Experience
March/2019   to   Present
Senior Brand Designer   Momentum Creative Group   －   Austin  ,   Texas
Led a complete rebrand initiative for 3 Fortune 500 clients resulting in an average 42% increase in brand recognition across target markets
Designed and delivered a scalable design system used by a team of 12 designers reducing production time by 35% over 18 months
Managed a $280,000 annual design budget while consistently delivering projects 10% under cost without sacrificing quality
Increased client retention rate by 28% through the development of brand storytelling frameworks that aligned visual identity with business strategy

June/2015   to   February/2019
Brand Designer   Halo Studio   －   Denver  ,   Colorado
Developed visual identities for over 60 startups and mid-size businesses across technology, retail, and lifestyle sectors
Built a comprehensive brand guidelines library that reduced onboarding time for new clients by 22% and improved design consistency across all deliverables
Collaborated with marketing and product teams to design campaign assets that contributed to a 31% increase in social media engagement for top accounts

Education
Bachelor of Fine Arts :   Graphic Design and Visual Communication   University of Colorado   Denver  ,   Colorado

Skills
Adobe Illustrator   Figma   Adobe Photoshop   InDesign   Sketch   Brand Consulting   Motion Graphics",DESIGNER,creative,80,2
"MOTION GRAPHICS DESIGNER

Summary     Creative and detail-oriented Motion Graphics Designer with 7+ years of experience producing high-impact visual content for broadcast, digital, and brand campaigns. Skilled in leading end-to-end animation pipelines, translating complex concepts into compelling motion narratives, and delivering projects that consistently elevate brand presence and audience engagement.

Highlights

After Effects expertise     Cinema 4D animation     Brand identity design     Video production workflow     3D motion compositing     Client presentation delivery

Experience

March/2019   to   Present     Senior Motion Graphics Designer    Spark Creative Studio   －   Los Angeles  ,   California

Designed and delivered over 120 branded motion graphics packages that increased client social media engagement by an average of 43% across campaigns     Led a team of 4 junior animators on a $380,000 broadcast rebranding project completed 2 weeks ahead of schedule     Developed a standardized motion template library that reduced production turnaround time by 35% across the department     Built a scalable animation pipeline integrating Cinema 4D and After Effects that improved team output efficiency by 28%

June/2016   to   February/2019     Motion Graphics Designer    Vivid Media Group   －   Austin  ,   Texas

Managed the full production of motion content for 60+ digital advertising campaigns delivering over 15 million combined impressions     Designed title sequences and lower-thirds packages for 3 nationally distributed documentary series     Increased client retention rate by 22% through consistent on-time delivery and revisions management

Education

Bachelor of Fine Arts :    Motion Design and Visual Communication    University of Texas   Austin  ,   Texas

Skills

Adobe After Effects     Cinema 4D     Adobe Premiere Pro     Photoshop and Illustrator     3D compositing     Color grading     Typography and layout",DIGITAL-MEDIA,creative,80,2
"GRAPHIC DESIGNER       Summary     Creative and results-driven Graphic Designer with over 7 years of experience crafting compelling visual identities, digital campaigns, and brand experiences across diverse industries. Proven ability to lead cross-functional design projects from concept to delivery while maintaining brand consistency and exceeding client expectations. Recognized for combining artistic vision with strategic thinking to drive measurable business growth.       Highlights         Adobe Creative Suite  Brand Identity Design  Typography & Layout  UI/UX Design  Print & Digital Production  Motion Graphics       Experience     March/2019   to   Present     Senior Graphic Designer    Momentum Creative Agency   －   Austin  ,   Texas       Led a rebranding initiative for 12 major clients that increased client retention by 34% over two fiscal years      Designed and delivered over 200 digital marketing assets annually resulting in a 48% increase in client campaign engagement rates      Managed a team of 4 junior designers mentoring professional development and ensuring on-time delivery of all project milestones      Developed a standardized design system that reduced production turnaround time by 27% across all active accounts     June/2015   to   February/2019     Graphic Designer    BluePrint Studios   －   Dallas  ,   Texas       Built comprehensive visual brand packages for over 60 small and mid-sized businesses increasing brand recognition scores by an average of 41%      Designed print and digital collateral for a $2.3 million product launch campaign that exceeded sales targets by 19% in the first quarter      Collaborated with a 9-person marketing team to develop integrated visual strategies that grew social media followership by 55% across client platforms      Increased departmental design output by 32% by introducing automated templating workflows using Adobe XD and Figma       Education     Bachelor of Fine Arts :    Graphic Design    University of Texas   Austin  ,   Texas       Skills         Adobe Photoshop  Adobe Illustrator  Adobe InDesign  Figma  After Effects  HTML/CSS  Canva",DIGITAL-MEDIA,creative,80,2
"UX DESIGNER       Summary     Innovative UX Designer with 8 years of experience crafting user-centered digital products for global brands across media, entertainment, and technology sectors. Skilled in leading end-to-end design processes from research and wireframing through high-fidelity prototyping and usability testing. Recognized for delivering intuitive experiences that drive measurable engagement, retention, and revenue growth.       Highlights         User Research  Interaction Design  Figma & Sketch  Prototyping  Design Systems  Usability Testing       Experience     March/2019   to   Present     Senior UX Designer    Bright Canvas Studio   －   Los Angeles  ,   California       Led redesign of flagship mobile app serving 2.4 million users, increasing user retention by 38% within six months      Developed a scalable design system adopted across 12 product teams, reducing design-to-development handoff time by 45%      Managed a cross-functional team of 6 designers and 3 researchers to deliver 4 major product launches on schedule      Built and facilitated over 60 user testing sessions that directly influenced 3 award-winning product experiences     January/2016   to   February/2019     UX Designer    Meridian Creative Group   －   San Francisco  ,   California       Designed end-to-end user flows for a $4.2 million e-commerce platform that increased conversion rates by 27%      Delivered responsive web designs for 18 client campaigns, consistently meeting deadlines and exceeding client satisfaction scores by 91%       Education     Bachelor of Fine Arts :    Interaction Design    California College of the Arts   San Francisco  ,   California       Skills         Figma  Adobe XD  Wireframing  Accessibility Standards  Agile Methodology  A/B Testing  Information Architecture",DIGITAL-MEDIA,creative,80,2
"ART DIRECTOR       Summary     Visionary Art Director with over 10 years of experience leading cross-functional creative teams and delivering high-impact visual campaigns across digital and print media. Proven ability to translate complex brand strategies into compelling design narratives that drive measurable audience engagement and revenue growth. Recognized for building award-winning creative departments and consistently delivering projects on time and within budget.       Highlights         Brand Identity Development  Campaign Art Direction  Team Leadership & Mentorship  Digital & Print Production  Typography & Visual Storytelling  Client Relationship Management       Experience     March/2018   to   Present     Art Director    Momentum Creative Agency   －   New York  ,   NY       Led a team of 12 designers and copywriters to execute over 40 integrated brand campaigns annually generating $3.2M in combined client revenue      Increased client retention rate by 38% through the development of a standardized creative brief system that improved project alignment and delivery speed      Directed full visual identity redesign for 6 major consumer brands resulting in an average 52% increase in social media engagement within 90 days of launch      Managed a $1.4M annual production budget reducing overhead costs by 22% through strategic vendor negotiations and workflow optimization     January/2014   to   February/2018     Senior Graphic Designer    Vertex Studio   －   Chicago  ,   IL       Designed over 200 marketing assets for Fortune 500 clients including packaging print advertising and digital display campaigns that drove a combined 45% lift in brand awareness      Developed a reusable design template library that reduced average project turnaround time by 30% and saved the studio approximately $180,000 in annual labor costs       Education     Bachelor of Fine Arts :    Graphic Design & Visual Communications    School of the Art Institute of Chicago   Chicago  ,   IL       Skills         Adobe Creative Suite  Figma & Sketch  Brand Strategy  Motion Graphics  UX/UI Design Principles  Typography  Project Management  Illustration",APPAREL,creative,80,2
"CREATIVE DIRECTOR       Summary     Visionary Creative Director with 12+ years of experience leading high-impact design teams and delivering award-winning campaigns across digital, print, and brand identity. Proven ability to transform strategic objectives into compelling visual narratives that drive measurable business growth. Recognized for building collaborative creative cultures and consistently exceeding client expectations across global markets.       Highlights         Brand Strategy  Creative Leadership  Campaign Development  Team Management  Digital Design  Client Relations       Experience     March/2018   to   Present     Creative Director    Momentum Creative Agency   －   New York  ,   NY       Led a cross-functional creative team of 18 designers, copywriters, and art directors to deliver 40+ brand campaigns annually across Fortune 500 clients      Increased client retention rate by 34% through the development of a proprietary brand storytelling framework adopted agency-wide      Managed an annual creative production budget of $4.2 million, consistently delivering projects 15% under budget without compromising quality      Designed and launched a rebranding initiative for a global retail client that resulted in a 28% increase in consumer engagement and $6.8 million in new revenue     June/2013   to   February/2018     Senior Art Director    Vantage Design Group   －   Chicago  ,   IL       Built and mentored a junior design team of 9 creatives, reducing onboarding time by 40% through the development of a structured creative training program      Developed integrated visual identities for 25+ mid-market brands, contributing to a 52% increase in agency new business revenue over four years      Education     Bachelor of Fine Arts :    Graphic Design and Visual Communication    School of the Art Institute of Chicago   Chicago  ,   IL       Skills         Adobe Creative Suite  Typography  Motion Graphics  UX Design  Brand Architecture  Creative Strategy  Presentation and Storytelling",DIGITAL-MEDIA,creative,80,2
